id,text
test_000018,"{'comment': 'Mình có ý kiến là : những nước dịch không đến là nước chậm phát triển ,mời bạn vào xem danh sách những nước có ít ca nhiễm ......', 'createTime': 1588757706, 'userLike': 7}"
test_000019,"{'comment': 'Anh em Lào ko bị gì chúc mừng', 'createTime': 1583814083, 'userLike': 6}"
test_000020,"{'comment': 'Việt nam ta tuyệt vời, cả thế giới thừa nhận', 'createTime': 1590139905, 'userLike': 5}"
test_000021,"{'comment': 'Mỹ vẫn là số 1, còn năng lực xét nghiệm của các nước phương Tây quả thực quá yếu.', 'createTime': 1588476413, 'userLike': 5}"
test_000022,"{'comment': 'Trung Quốc đã bị các nước bỏ lại khoảng cách quá xa rồi', 'createTime': 1587776369, 'userLike': 5}"
test_000023,"{'comment': 'Thật kinh khủng,cơ bão COVID làm thế giới khủng hoảng tệ nhất thời kì hiện đại', 'createTime': 1586439345, 'userLike': 5}"
test_000024,"{'comment': 'Chống Corona: ở yên, tự bảo vệ mình để tránh gây phiền toái cho người khác, không tung tin đồn, trung thực khai báo y tế là ""Yêu nước""..', 'createTime': 1583897433, 'userLike': 5}"
test_000025,"{'comment': 'Giờ thấy lo quá, người dân chỗ nào cũng tụ tập rượu bia... các kiểu. Có lây nhiễm là toang luôn.', 'createTime': 1590535730, 'userLike': 4}"
test_000026,"{'comment': 'Tỉ lệ tử vong ở Anh cao thật, phải mười mấy phần trăm ý chứ.', 'createTime': 1586707568, 'userLike': 4}"
test_000027,"{'comment': 'VN đã quyết liệt, hãy quyết liệt hơn nữa vì cuộc chiến này vô cùng khốc liêt. Các nước tưởng có ĐK hơn ta mọi mặt vậy mà vẫn trả giá đắt.', 'createTime': 1585270257, 'userLike': 4}"
test_000028,"{'comment': 'Lây nhanh hay không phụ thuộc vào ý thức người dân, sự quyết liệt của chỉnh phủ, sự chung tay của cộng đồng. Thực tế đã chứng minh, chỉ cần 1 cá nhân vô ý thức thì điều gì xảy ra các bạn đã thấy.', 'createTime': 1583900732, 'userLike': 4}"
test_000029,"{'comment': 'trách nhiệm, kỷ cương, đoàn kết', 'createTime': 1583803217, 'userLike': 4}"
test_000030,"{'comment': 'Nguy hiểm ở chỗ người bị nhiễm có thời gian ủ bệnh dài, ít có triệu chứng. Mặc dù biết việc phòng dịch nhập khẩu rất khó khăn nhưng cần thiết phải kiểm dịch kỹ. Mong cả nước, cả thế giới sớm vượt qua đại dịch này', 'createTime': 1583543755, 'userLike': 4}"
test_000031,"{'comment': 'Mỹ cứ 1 người khỏi thì hơn 2 người chết. Sợ thật.', 'createTime': 1590543367, 'userLike': 3}"
test_000032,"{'comment': 'Ấn Độ,Peru vượt Trung Quốc', 'createTime': 1589591334, 'userLike': 3}"
test_000033,"{'comment': 'Khổ mấy nước châu Phi rồi, nước nào mà lên hơn 500 là bắt đầu tăng không kiểm soát được', 'createTime': 1588725980, 'userLike': 3}"
test_000034,"{'comment': 'Sao ở Anh ko thống kê số ca trị khỏi vậy?', 'createTime': 1588561181, 'userLike': 3}"
test_000035,"{'comment': 'Số liệu trên liệu đã phản ánh đúng thực chất của dịch bệnh chưa?&nbsp; Liệu các nước châu Phi có bị bỏ quên ko?', 'createTime': 1588122369, 'userLike': 3}"
test_000036,"{'comment': 'Đề nghị TPHCM triển khai nhanh và kiểm tra việc thực hiện bộ tiêu chí cho các quán ăn, nhà hàng nhằm ngăn chặn tình trạng ăn nhậu , không tuân thủ quy định giữ khoảng cách 2m; tập trung người tại nơi công cộng quá số lượng người quy định... là nguy cơ lây lan dịch bệnh Covid 19.', 'createTime': 1587801636, 'userLike': 3}"
test_000037,"{'comment': 'sao Liên hợp quốc chỉ công nhận có 204 quốc gia và vùng lãnh thổ (có 193 quốc gia chính thức) vậy mà đây có 218... nhiễm COVID-19... có ai giải thích cho mình với ạ. tks', 'createTime': 1587353200, 'userLike': 3}"
test_000038,"{'comment': 'Nga ơi là Nga, giờ tới lượt cậu', 'createTime': 1587315593, 'userLike': 3}"
test_000039,"{'comment': 'Các nước còn nghèo ít xuất ngoại, ko có tiền đi du lịch thì tránh đc sự lây lan của đại dịch này . Nên các bác , ở đâu thì ở nguyên đó, giữ tính mạng mình trước đã , hưởng thụ sau', 'createTime': 1587095614, 'userLike': 3}"
test_000040,"{'comment': 'Thật khủng khiếp: Mỹ ơi là Mỹ, mới 20 phút trước số người nhiễm là 591000 - còn bây giờ là 598000. Hai mươi phút trước , số người tử vong là 24500, còn bây giờ là 24641.....Nhanh thật!', 'createTime': 1586884059, 'userLike': 3}"
test_000041,"{'comment': 'Cả châu Á dồn lại cũng chỉ bằng một nữa của Mỹ. Ghê thiệt.&nbsp;', 'createTime': 1586776767, 'userLike': 3}"
test_000042,"{'comment': 'chỉ qua ngày mai, 2 con số chết và nhiễm bệnh ở Mỹ sẽ vượt qua italy, rồi bức phá lên bỏ xa phần còn lại của thế giới như xe không phanh', 'createTime': 1586554406, 'userLike': 3}"
test_000043,"{'comment': 'sau trận dịch covid-19 này sẽ có sự thay đổi rất lớn về nhận thức của rất rất rất nhiều người Việt Nam, khi đó người Việt mình sẽ có cái nhìn khác hẳn về khi xưa được gọi là các nền y tế tiên tiến của Mỹ và Phương tây, khi mà đại dịch covid-19 này đến hôm nay vẫn chưa cướp được 1 sinh mạng của người Việt nào thì ta nhìn qua trời tây và Mỹ, nơi mà hàng chục ngàn người phải bỏ mạng vì lơ là cũng như coi thường công việc phòng chống dịch covid-19 này cùng với sự thiếu thốn trang bị y tế càng bộc lộ rõ sự yếu kém của Mỹ và Phương tây, tại sao Trung Quốc họ chỉ cần thời gian ngắn đã dập tắt được covid-19 còn Mỹ và Phương tây đến nay vẫn còn lúng túng và chưa biết đến bao giờ mới qua được cơn dịch covid-19 này', 'createTime': 1586243452, 'userLike': 3}"
test_000044,"{'comment': 'Thống kê sao được hết thực tế có thể gấp nhiều lần', 'createTime': 1586123513, 'userLike': 3}"
test_000045,"{'comment': 'Các bạn ở Trúc bạch đừng chủ quan, có thể virus đang nằm đâu đó trong khu vực, hãy ngừng chạm vào các đồ vật công cộng xung quanh nhà bệnh nhân 17. hãy đeo khẩu trang và rửa tay thường xuyên.', 'createTime': 1584769493, 'userLike': 3}"
test_000046,"{'comment': 'Qua cơn bĩ cực đến ngày thái lai , cầu mong người dân VN và trên thế giới chung tay đẩy lùi dịch bệnh quái ác này.<br/>A DI DÀ PHẬT.', 'createTime': 1584195310, 'userLike': 3}"
test_000047,"{'comment': 'Sau 1 tuần đã gấp đôi số nước có trên 10.000 người nhiễm. Với đà tăng này, đến cuối tháng 4 số người nhiễm sẽ vượt 3 triệu, người chết sẽ vượt 200.000 người. Và Mỹ sẽ vượt 1 triệu người nhiễm, 50 ngàn người chết. Đại dịch that khủng khiếp.', 'createTime': 1587344351, 'userLike': 2}"
test_000048,"{'comment': 'Vi rút COVID 19 thật sự khủng khiếp', 'createTime': 1586908959, 'userLike': 2}"
test_000049,"{'comment': 'Trong đêm nay số người nhiễm bệnh sẽ cán mốc 2000000 và số người tử vong sẽ vượt mốc 120000', 'createTime': 1586843947, 'userLike': 2}"
test_000050,"{'comment': 'Mỹ nhiễm và tử vong nhiều nhất thế giới. USA đoạt chức vô địch ở thời điểm hiện tại.', 'createTime': 1586628265, 'userLike': 2}"
test_000051,"{'comment': 'Tỉ lệ tử vong tăng chóng mặt chỉ sau 1h', 'createTime': 1586534516, 'userLike': 2}"
test_000052,"{'comment': 'Đêm nay Mỹ sẽ cán mốc 500000 người nhiễm', 'createTime': 1586508099, 'userLike': 2}"
test_000053,"{'comment': 'đúng là bệnh dịch của nhân loại trăm năm có một', 'createTime': 1586486790, 'userLike': 2}"
test_000054,"{'comment': 'hiện tại Mỹ đã dẫn đầu thế giới về số ca nhiễm là hơn 435 ngàn và chết đã vượt qua Tây Ban Nha, không bao lâu số tử vong sẽ vượt qua italy và Mỹ sẽ nắm giữ cả hai kỷ lục người nhiễm bệnh và chết', 'createTime': 1586409060, 'userLike': 2}"
test_000055,"{'comment': 'American number one ! Siêu cường số một thế giới ,', 'createTime': 1586223760, 'userLike': 2}"
test_000056,"{'comment': 'Mỹ ơi là Mỹ đau thương quá', 'createTime': 1586021094, 'userLike': 2}"
test_000057,"{'comment': 'còn mấy nước nữa thôi là bít bản đồ thế giới rồi', 'createTime': 1585441047, 'userLike': 2}"
test_000058,"{'comment': 'Vậy mới biết sự khốc liệt của dịch.', 'createTime': 1585396876, 'userLike': 2}"
test_000059,"{'comment': 'Thế giới màu cam rồi.', 'createTime': 1585391949, 'userLike': 2}"
test_000060,"{'comment': 'Cuối cùng nó cũng đã đến với nước Mỹ, nhanh hơn dự đoán cửa tôi rồi. Một nước luôn cho mình là vĩ đại nhất, tuyệt vời nhất, chỉ là cúm mùa thôi mà, số người chết vì tai nạn giao thông hàng ngày nhiều hơn số người chết vì Covid 19. Nước Mỹ chúng tôi có đội ngũ y, BS giỏi nhất, các trang thiết bị y tế tối tân nhất, hiện đại nhất, ... Chỉ vì một số ít cá nhân luôn cho mình là vĩ đại, trên hết mà người dân Mỹ phải gánh chịu, mong mọi người dân mỹ hết sức bình tĩnh, tự mình cách ly và nên học hỏi kinh nghiệm ngăn chặn dịch bệnh covid 19 của một số nước, người dân hạn chế ra ngoài đường, đeo khẩu trang khi đi ra khỏi nhà, thường xuyên rửa tay bằng dung dịch y tế, hy vọng sẽ sớm kiềm chế dịch bệnh Covid 19.', 'createTime': 1585367382, 'userLike': 2}"
test_000061,"{'comment': 'Dịch bệnh như này mà tôi vẫn thấy người nước ngoài ở Việt Nam ko đeo khẩu trang khi ra đường. Chắc do vậy nên tỷ lệ nhiễm ở các nước châu âu mới cao vậy', 'createTime': 1585365084, 'userLike': 2}"
test_000062,"{'comment': 'Cuộc đua xếp hàng mà không ai muốn dẫn đầu, sợ quá. Mong sao sớm ngăn chặn được', 'createTime': 1585276956, 'userLike': 2}"
test_000063,"{'comment': 'Đâu phải cuối bảng lúc nào cũng tệ!', 'createTime': 1584938180, 'userLike': 2}"
test_000064,"{'comment': 'Việt Nam đã làm tốt lắm rồi, cầu mong mọi người hạn chế ra đường để tránh lây lan khó kiểm soát nếu lỡ mình bị nhiễm mà ko biết. Ý thức lúc này sẽ cao hơn tất cả mọi sự đánh giá về tài chính, học thức hay địa vị...', 'createTime': 1584597390, 'userLike': 2}"
test_000065,"{'comment': 'Các nước dẫn đầu nhiễm bệnh ngoài Trung Quốc thì toàn là nước có giải đấu bóng đá lớn hàng đầu của thế giới. Cho thấy, các nước đã và đang rất chủ quan với dịch bệnh này.<br/>Việt Nam cố lên!.', 'createTime': 1583977234, 'userLike': 2}"
test_000066,"{'comment': 'Mong cho đại dịch nhanh qua để mọi người có thể yên tâm làm việc.', 'createTime': 1583974952, 'userLike': 2}"
test_000067,"{'comment': 'Mong toàn thế giới vượt qua đại dịch này.', 'createTime': 1590544761, 'userLike': 1}"
test_000068,"{'comment': ""Ngày nào mình cũng vào đây để xem về đất nước ở Châu Phi, cầu chúc cho người dân Châu Phi tai qua nạn khỏi trong đại dịch này :'("", 'createTime': 1590494674, 'userLike': 1}"
test_000069,"{'comment': 'Khổ sở quá vì dịch COVID', 'createTime': 1590197732, 'userLike': 1}"
test_000070,"{'comment': 'Giờ có 2 loại vaccin sẻ đc thử nghiệm lâm sàng, 1 cửa Tq , 1 cửa Mỹ , ng thử nghiệm củng không biết đc thử loại nào, ng đó nói chỉ cần vaccin có thể phòng bệnh là đc, họ không cần biết đến từ đâu', 'createTime': 1588331242, 'userLike': 1}"
test_000071,"{'comment': 'sao Iran nhiều ca khỏi thế, gần như ko còn chênh lệch giữa số nhiễm và số khỏi', 'createTime': 1588151078, 'userLike': 1}"
test_000072,"{'comment': 'Cầu mong sớm ra vacxin.! Và mong mọi sự an lành với Thế Giới và Việt Nam.', 'createTime': 1587970816, 'userLike': 1}"
test_000073,"{'comment': 'Thổ Nhĩ Kỳ và Iran đang so kè nhau trên từng Km', 'createTime': 1587303625, 'userLike': 1}"
test_000074,"{'comment': 'sau trận dịch này trật tự thế giới sẽ thay đổi', 'createTime': 1586720293, 'userLike': 1}"
test_000075,"{'comment': 'Có ai để ý là dịch bệnh phát triển mạnh ở các nước phát triển không? Hay các nước kém phát triển như Lào hay Campuchia . .. xét nghiệm không đầy đủ?', 'createTime': 1586663037, 'userLike': 1}"
test_000076,"{'comment': 'Yemen và Sao Tome là 2 nước mới có. Chỉ còn 3 nước châu Á, 2 nước châu Phi, vài đảo nam thái bình dương và vài vùng lãnh thổ xã xôi nhất chưa bị', 'createTime': 1586593628, 'userLike': 1}"
test_000077,"{'comment': 'Đọc bài này mình chỉ nhìn tỷ lệ tử vong.', 'createTime': 1586573868, 'userLike': 1}"
test_000078,"{'comment': 'Yemen cũng đã có người nhiễm rồi, châu Phi còn mỗi nước Lesotho còn châu Á thì còn 3 nước nữa', 'createTime': 1586496918, 'userLike': 1}"
test_000079,"{'comment': 'Tỷ lệ tử vong ngày càng tăng', 'createTime': 1586447892, 'userLike': 1}"
test_000080,"{'comment': 'Nhìn vào bảng thống kê, ta thâý số người chết ở các nước tiên tiến rất cao. Có lẽ do môi trường và điều kiện sống qúa sạch, nên khả năng đề kháng của con người yếu hơn chăng, cộng thêm tỉ lệ dân số người cao tuổi (thuộc nhóm sức đề kháng yếu nhất) lớn hơn những nơi khác. Về con số người bị nhiễm bệnh ở các nơi có thể chưa hẳn hoàn toàn chính xác.<br/>Thành ra để ngăn chặn hay ngăn ngừa sự lây lan là rất khó và tốn kém, chỉ có cách là tự bản thân con người phải làm sao tự tạo ra kháng thể thì có thể phục hồi được khi không may bị nhiễm bệnh.', 'createTime': 1586406414, 'userLike': 1}"
test_000081,"{'comment': 'tôi ngồi 1 mình muốn khóc lên thật to vì dịch covid 19 đã làm tổn hại nhiều người và tài sản trên thế giới tôi rất đau xót và cầu mong các nhà khoa học các nước trên thế giới chia sẻ và nghiên cứu giải phấp sáng chế dược liệu cứu người nhiễm bệnh covid toàn cầu thoát nạn và bây giờ hơn lúc nào hết các nhà khoa hoc hợp tác chặt chẽ mới cứu đươc nhân loại', 'createTime': 1586317258, 'userLike': 1}"
test_000082,"{'comment': 'những nước nghèo châu phi,lại tránh được dich bệnh', 'createTime': 1586223057, 'userLike': 1}"
test_000083,"{'comment': 'Ở Anh, tỉ lệ tử vong đáng báo động thật... Xem ra dịch bệnh này sẽ còn tồn tại khá lâu... Tất cả các nước vẫn đang tăng số ca nhiễm hằng ngày và chưa có sự kiểm soát chặt chẽ nào... Khó tin thật khi dịch này có từ 4 tháng trước chỉ mấy chục người nhiểm nhưng bây giờ thì đã hơn 1,3 triệu người nhiễm... Con số này sẽ không dừng lại, sẽ tiếp tục tăng khi sự kiểm soát vẫn chưa đâu vào đâu, dẫn đến những ổ dịch mới... Có thể sẽ lớn hơn nữa...', 'createTime': 1586194987, 'userLike': 1}"
test_000084,"{'comment': 'Tây Ban nha và Italia tụ tập xem đoàn làm phim Money Heist???', 'createTime': 1586045358, 'userLike': 1}"
test_000085,"{'comment': 'Virus hầu như đã phủ khắp trái đất của chúng ta!', 'createTime': 1585879070, 'userLike': 1}"
test_000086,"{'comment': 'Mỹ đúng là đầu tàu của thế giới', 'createTime': 1585878667, 'userLike': 1}"
test_000087,"{'comment': 'Ghê quá à! Kiểu này ko biết chừng nào mơi hết dịch.', 'createTime': 1585873214, 'userLike': 1}"
test_000088,"{'comment': 'Đức đã vượt Trung Quốc kế tiếp sẽ là Pháp và Iran.', 'createTime': 1585843290, 'userLike': 1}"
test_000089,"{'comment': 'Chỉ có anh mỹ là lúc nào , cái gì cũng đi đầu.', 'createTime': 1585822503, 'userLike': 1}"
test_000090,"{'comment': 'Nhanh dữ bay, Nga giờ hết cứu trợ được ai nữa rồi. Mấy bữa trước có vài trăm người nhiễm, còn hôm này đã lên tới cả nghìn người', 'createTime': 1585726795, 'userLike': 1}"
test_000091,"{'comment': 'Nhìn bản đồ thì hết 90% thế giới nhiễm hết rồi, quá khủng khiếp.', 'createTime': 1585530164, 'userLike': 1}"
test_000092,"{'comment': 'Virus này đúng là con virus mạnh nhất từ trước tới nay, con người trở nên quá nhỏ bé trước thiên nhiên', 'createTime': 1585496062, 'userLike': 1}"
test_000093,"{'comment': 'Cảm ơn VnExpress đã cập nhận thông tin chính xác.', 'createTime': 1585493056, 'userLike': 1}"
test_000094,"{'comment': 'Cứ tăng hạng mãi thế này! không ham đâu.', 'createTime': 1585484361, 'userLike': 1}"
test_000095,"{'comment': 'ghê quá, mới có 1 tháng mà nhìn phủ cả thế giới rồi', 'createTime': 1585452292, 'userLike': 1}"
test_000096,"{'comment': 'Quá nhanh, quá nguy hiểm', 'createTime': 1585416998, 'userLike': 1}"
test_000097,"{'comment': 'Mấy nước lớn mà biết phản ứng nhanh thì dịch sẽ không lây lan sang nước nhỏ.', 'createTime': 1585367767, 'userLike': 1}"
test_000098,"{'comment': 'nước nào chưa có dịch vậy mọi người', 'createTime': 1585364040, 'userLike': 1}"
test_000099,"{'comment': 'Con số này không bao giờ gọi là chính xác.', 'createTime': 1585356704, 'userLike': 1}"
test_000100,"{'comment': 'Đúng là đại dịch Covid-19 không cần Hộ chiếu, visa mà đi khắp toàn cầu, không phân biệt giầu nghèo, mầu da, già trẻ đều lây nhiễm hết. hãy chung tay toàn Thế giới mới momg thoát nạn dịch này.', 'createTime': 1585277403, 'userLike': 1}"
test_000101,"{'comment': 'Thật khủng khiếp, loài người đang đối mặt với những khó khăn, thách thức nghiêm trọng.', 'createTime': 1585274208, 'userLike': 1}"
test_000102,"{'comment': 'ae đọc thế nào mà nói Lào ko bị đã bị 6 ca rồi mà', 'createTime': 1585273403, 'userLike': 1}"
test_000103,"{'comment': 'Công tác phòng Dịch của Việt Nam là tốt. Nhưng cũng cần thêm ý thức của người dân. Theo tôi cần phạt nặng những trường hợp cố tình khai báo sai về y tế và không chấp hành yêu cầu về cách ly. Cần thiết đưa ra truy tố trước pháp luật.', 'createTime': 1585270542, 'userLike': 1}"
test_000104,"{'comment': 'Thảm họa này bao giờ mới chấm dứt', 'createTime': 1585246012, 'userLike': 1}"
test_000105,"{'comment': 'Cuộc đua không ai muốn dẫn đầu', 'createTime': 1585213094, 'userLike': 1}"
test_000106,"{'comment': 'Đến ngày hôm nay 25/03 là gần kín hết bản đồ rồi. Mong sao trong thời gian sắp tới có thể hạn chế và dập tắt được dịch để cuộc sống về lại yên bình. ""Đi qua những ngày mưa mới thấy yêu những ngày nắng"". Chúc mọi người nhiều sức khỏe và bình an!', 'createTime': 1585103720, 'userLike': 1}"
test_000107,"{'comment': 'Mong sớm hết dịch. Cầu mong thế giới bình an.', 'createTime': 1584979001, 'userLike': 1}"
test_000108,"{'comment': 'Ước lượng giờ cứ 3 ngày lại lên thêm 100.000 người mắc. Quá nhanh và nguy hiểm!', 'createTime': 1584974396, 'userLike': 1}"
test_000109,"{'comment': 'Không ai ham đứng đầu bảng xếp hạng này đâu, càng tuột hậu càng tốt. Hãy cầu mong như vậy.', 'createTime': 1584947993, 'userLike': 1}"
test_000110,"{'comment': 'còn mấy nước chưa công bố! công bố nữa là trái đất ko thiếu nước nào....', 'createTime': 1584947456, 'userLike': 1}"
test_000111,"{'comment': 'DNA mình có Lào và Myanma quá đỉnh.', 'createTime': 1584937936, 'userLike': 1}"
test_000112,"{'comment': 'Nước lào không bị virus covid hay quá', 'createTime': 1584930214, 'userLike': 1}"
test_000113,"{'comment': 'Anh chắc không xét nghiệm mới có con số đó, chứ ng ở Anh về đa số nhiễm bệnh mà, con số có thể lớn hơn nhiều (nhận định cá nhân)', 'createTime': 1584927309, 'userLike': 1}"
test_000114,"{'comment': 'Người ý chết nhiều quá rồi, thật là thê thảm!', 'createTime': 1584926268, 'userLike': 1}"
test_000115,"{'comment': 'Cầu cho thế giới bình an', 'createTime': 1584663923, 'userLike': 1}"
test_000116,"{'comment': 'không thấy Lào và Campuchia đâu.', 'createTime': 1584633001, 'userLike': 1}"
test_000117,"{'comment': 'Bình tĩnh, tự tin, quyết thắng!', 'createTime': 1584605795, 'userLike': 1}"
test_000118,"{'comment': 'Covid-CHINA19 Thật đáng sợ', 'createTime': 1584597760, 'userLike': 1}"
test_000119,"{'comment': 'Giờ Anh mới thức tỉnh thì chứng tỏ WHO quá kém trong công tác cảnh báo. Quá giận cho cách xử lý của WHO.', 'createTime': 1584595044, 'userLike': 1}"
test_000120,"{'comment': 'Tuy chỉ số có gia tăng hàng ngày, nhất là đối với các nước Châu Âu tính đến ngày 19/3/2020, nhưng hiện nay Trung Quốc vẫn là đương kim vô địch, đang nắm giữ cúp vô địch thế giới về số lượng ca nhiễm và tử vong', 'createTime': 1584588237, 'userLike': 1}"
test_000121,"{'comment': 'Covid-19<br/><br/>Covid 19 phát tán mau<br/>Á, Âu, Úc, Mỹ, khắp 5 châu<br/>Covid khuấy đảo bao đời sống<br/>Gieo rắc lo âu khắp địa cầu.<br/><br/>Cùng góp sức chặn Covid lây<br/>Xa chốn đông người, rửa sạch tay.<br/>Khi ho khan cổ, thân đau, sốt.<br/>Lưu trú tại gia, gọi..tổng đài.<br/><br/>Vaccin sẽ mau chóng tìm ra<br/>Giải tỏa âu lo của mọi nhà.<br/>Tuổi già an viên, vui, hạnh phúc.<br/>Cầu trời nạn dịch sẽ chóng qua.<br/><br/>DTr.Phn 03.2020', 'createTime': 1584544183, 'userLike': 1}"
test_000122,"{'comment': 'bao nhieu doanh nghiệp , bao nhiêu hộ kinh doanh vừa và nhỏ đã ra đi , khi đại dịch mang tên COVID tới . thế giới đang đứng trước bờ vực suy thoái . thật kỳ là các nước EUROPE thần chết gõ cửa từng nhà rồi mà họ không ý thức được sự nguy hiểm hơn cả chiến tranh . nếu châu âu không ý thức được sự tồi tệ ddang tới thì dân số châu âu sẽ hao hụt rất nhiều !', 'createTime': 1584500508, 'userLike': 1}"
test_000123,"{'comment': 'Nước bạn Lào giỏi quá, có chung đường biên với Trung quốc mà không có ai nhiễm viruts.. Xin chúc mừng.', 'createTime': 1584328423, 'userLike': 1}"
test_000124,"{'comment': 'Trung Quốc là nơi bùng phát mà chết 3170 người, trong khi Italy bị lây và đi sau thì lại chết 1016 người, gần bằng 1/3 ca chết của TQ. Tôi thấy việc đeo khẩu trang rất là quan trong hơn việc rửa tay (nếu kết hợp cả 2 càng tốt). Nhưng đa số người châu Âu và châu Mỹ là xem nhẹ việc đeo khẩu trang hơn là việc rửa tay.', 'createTime': 1584066347, 'userLike': 1}"
test_000125,"{'comment': 'Kiểm soát số lượng người nhiểm là giải pháp duy nhất vì không có liệu pháp cụ thể hay vắc-xin cho virus corona, các bác sĩ và y tá chỉ có thể sử dụng thuốc và oxy để giữ cho bệnh nhân sống sót, đủ lâu để cơ thể của họ có thể chiến đấu với sự nhiễm trùng, và tái tạo các phần phổi bị hủy hoại do viêm.<br/>Khi virus tấn công phổi, bệnh nhân sẽ nhận được nhiều oxy hơn vào máu để hỗ trợ thận, gan và tim.<br/>Trong những trường hợp xấu nhất viêm phổi đã dẫn đến hội chứng suy hô hấp cấp tính, còn được gọi là ARDS, tức là phổi đã viêm tới mức đe dọa tính mạng.cách duy nhất là sử dụng máy trợ thở, nCoV nhanh chóng làm quá tải hê thống y tế cộng đồng (không có đủ bác sĩ và trang thiết bị hỗ trợ bệnh nhân) làm tăng tỷ lệ tử vong cho toàn bộ bệnh nhân cần hỗ trợ y tế nói chung không chỉ riêng bệnh nhân nhiễm nCoV', 'createTime': 1583974936, 'userLike': 1}"
test_000126,"{'comment': '119 vùng lãnh thổ,hơn 4295 người chết thực sự quá khủng khiếp.Nếu WHO cảnh báo &amp; dự liệu đúng nó sẽ không tràn lan như hiện nay.', 'createTime': 1583895369, 'userLike': 1}"
