id,text
test_000020,"Xe máy là quá nhỏ bé so với xe bus , xe tải... Bản thân kiểm định bắt buộc hẳn hoi còn như thế thì xe máy chả là cái gì."
test_000021,"Việc cần kiểm đầu tiên là xe buýt và xe tải, nó đầy ở ngoài đường khói mù mịt mà không ai thấy?"
test_000022,"Xe tải, xe buýt, xe container, xe lửa, xe ô tô cũ xả khói đen mù mịt đấy nhé."
test_000023,"Hôm bữa đi trên đường và lần này cũng như lần khác, xe buýt, xe ben, xe khách cũ, chạy mịt khói đen ....mà cũng k ai nói gì"
test_000024,Việc này lại mất nhiều thời gian và chi phí cho người đi mô tô xe máy đây.Có lẽ cần có lộ trình để không quá tải cơ quan đăng kiểm.Theo tôi cần cho phép các cơ sở sửa chữa xe máy được dán tem khí thải khi xe đến bảo dưỡng định kỳ mỗi năm 1 lần.
test_000025,Những gì bạn nói thì các chuyên gia và bài báo đều đã đề cập rồi.
test_000026,tính ra xe máy còn đỡ hơn oto nhiều về phát thải khí. Bạn cứ nhìn vào số lượng người ngồi xe máy và ô tô thử xem. Điều quan trọng nhất là hệ thống giao thông công cộng lạc hậu thì lại không quan tâm nhiều. Chỉ phạt là chưa đủ
test_000027,"4 xe ô tô mới thải khí thải bằng 1 em xe máy bác ạ. Xe máy thải thẳng, ôtô phải qua lọc nhé"
test_000028,"Hàng chục triệu xe máy sao bằng trăm chiếc xe bus, xe rác và xe chở phế liệu. Nhìn thấy mà hãi.&nbsp;"
test_000029,"Trước hết hãy loại bỏ xe tự chế, xe quá date, xe quá nát khỏi hệ thống giao thông trước khi làm việc này"
test_000030,"Cái này thì mình ủng hộ luôn. Nhưng cũng nên kiểm tra khí thái của cả hệ thống xe bus, ô tô nữa vì nhiều xe cũ rích chạy khói mù mịt gây ô nhiễm không khí!"
test_000031,"Quá hay rồi, mong việc này sớm được thực hiện chứ hiện nay nhiều xe ""nát"", xe phun khói mù trời, xe độ pô,... chạy trên đường quá. Kiểm tra định kỳ khí thải sẵn phạt luôn mấy ông độ pô cho chừa tật độ pô ồn ào phá làng phá xóm."
test_000032,Ủng hộ! Dùng tiền phí bảo vệ môi trường đã thu qua xăng để kiểm tra và khắc phục nếu xe không đạt chuẩn.
test_000033,Đề xuất này thực sự tốn kém và hiệu quả mang lại không bù cho phí tổn. Xe còn tốt mà đi đo thì nó lãng phí và mất công lắm. Chỉ nên đo khí thải khi được công an yêu cầu mà thôi. Khi mà xe có dấu hiệu xả khói ...
test_000034,"Kiểm soát khí thải oto xe máy là một việc làm cần thiết để chống ô nhiễm môi trường, nhưng cũng làm cho nhiều người dân lao động nghèo phải lao đao, vậy nên phải có lộ trình. Bên cạnh đó phải tăng cường kiểm tra và phạt thật nặng các cơ sở xả thải gây ô nhiễm. Đây chính là điểm mấu chốt để trả lại sự trong sạch cho nguồn nước và không khí, đó cũng chính là sự công bằng trong xã hội."
test_000035,"Mình thấy về vấn đề kiểm định xe máy thì nên tập trung vào các xe cũ nát. Các loại xe này dân thợ thuyền, chở hàng rất thích vì mua rẻ và xe cũ nát thì đi làm vứt xe ngoài đường không sợ mất. Tuy nhiên, các xe này rất cũ nát, không đảm bảo an toàn, nhất là phanh, ống pô thì thủng kêu ầm ĩ. Mà dân lao động với chở thuê lại thường rất hay phóng nhanh vượt ẩu, chạy bạt mạng. Đây là đối tượng cần chú ý để đảm bảo an toàn giao thông cho XH. Không thể lấy cái nghèo để biện minh cho hành động gây nguy hiểm cho người khác được."
test_000036,Phải mua xe điện thui.
test_000037,Đề nghị lấy quỹ bảo vệ môi trường chi trả cho phí kiểm tra xe là hợp lí.
test_000038,Theo tôi cũng nên đề xuất khí thải xe buýt luôn.
test_000039,"Thay vì quy định kiểm định khí thải, ta nên quy định hết niên hạn sử dụng là đưa vào tiêu huỷ cho nhanh"
test_000040,Hành động rất thiết thực và tiến bộ. Hãy cùng nhau kiểm soát chặt khí thải khói xe nào. Có như vậy mới giảm được phần nào ô nhiễm và bụi mịn.
test_000041,"Nên cho phép nhập các dòng xe đảm bảo yêu cầu về khí thải.Giam thuế về 0% cho người dân chạy tầm 10 năm thì đổi xe mới. Khỏi tốn tiền sửa chữa. Ích nước, lợi nhà."
test_000042,Xe điện lên ngôi
test_000043,Mình ủng hộ bất cứ qui định nào nhằm siết chặt và loại bỏ dần xe máy. Ngán đi xe máy quá rồi!
test_000044,Xe nào nhả khói nhìn là biết ngay. Vậy nếu có giấy chứng nhận mà vẫn xịt khói thì có phạt không?
test_000045,"Xe 4 bánh trở lên sao không làm, mà lại xe 2 bánh !?!?"
test_000046,"Các hãng sản xuất , bán xe mô tô, gắn máy phải đóng hành với kiểm soát khi thải, có kế hoạch thu xe cũ đổi xe mới với giá cả hợp lý, có vậy thì lợi cả hai, có sở sản xuất xe bán được hàng con người mua có xe mới sử dụng ."
test_000047,Vậy sẽ tiến hành kiểm tra theo chuẩn nào?
test_000048,"Quốc lộ 51, xe ben chạy ầm ầm. Thải khói đen từ ngày này qua ngày kia, không thấy ai kiểm tra gì hết."
test_000049,"Tinh thần thì ủng hộ nhưng mà triển khai như thế nào thì cần xem xét kĩ, Cần chi tiết, rõ ràng để toàn bộ người dân được tham gia bảo vệ môi trường, cũng như ko mất thời gian,chi phí"
test_000050,"Không khả thi,tem hay phiếu chứng minh xe đã kiểm định dễ gây tiêu cực vì mang tính chất đối phó,với số lượng lớn xe cả nước thì càng không khả thi"
test_000051,Theo tôi để giảm ô nhiễm khói bụi và đường xá ở Việt Nam thì đầu tiên cần siết chặt các công trình xây dựng. Yêu cầu bắt buộc tất cả các công trình đang thi công xe tải ra vào công trình để phải rửa bánh trước khi ra vào công trình. Đi đường 100 công trình thì cả 100 công trình có bùn đất ra đường.
test_000052,"Kiểm tra luôn âm thanh của xe máy, vừa ô nhiễm không khí lại vừa ô nhiễm tiếng ồn"
test_000053,10000 ngàn xe máy xã chưa bằng 1 anh xe Bus.
test_000054,Vấn đề môi trường đâu chỉ có xe!&nbsp;
test_000055,Áp dụng ở các thành phố cấp 1 trước . lộ trình cho các tỉnh lẻ sau ! Tôi đồng ý !
test_000056,"Ủng hộ kiểm tra khí thải nhưng phải cho tư nhân tham gia,tạo điều kiện thuận lời cho người dân nhất. Những xe trên 10 năm tuổi thả khói trắng gây ô nhiễm môi trường nên tịch thu tiêu huỷ."
test_000057,"Xe buýt, xe tải, xe hốt rác...chạy hàng ngày nhả khói đen kịt trời sao không làm cho tốt việc kiểm tra xe lớn trước rồi tính tới chuyện xe máy, sau này là xe điện, xe đạp!"
test_000058,"Ủng hộ đăng kiểm cho xe máy, bước đầu thực hiện theo phường, rồi quận, cứ từ trung tâm làm ra ngoại thành, mấy bác chở ga, chở nước, chở tôn, chở mía, chở xi măng, chở gái... hầu như toàn xe rất cũ, pô thì hỏng không chịu sửa, vừa ồn, vừa thải ra nhiều khói...đăng kiểm ko đạt là cấm lưu hành luôn."
test_000059,"Có ai kiểm tra khí thải từ các cột khói các nhà máy nhiệt điện, các cụm công nghiệp chế biến... không? Đặc biệt là nhà máy nhiệt điện lợi dụng trời mưa thì xả thải trực tiếp ra môi trường không qua hệ thống phân tách kim loại nặng vì nếu qua hệ thống phân tách một đêm tốn kinh phí hàng trăm triệu nên các nhà máy nhiệt điện lợi dụng trời mưa cứ xả theo mưa để tránh bị phát hiện, đây mới là nguồn ô nhiễm độc hại."
test_000060,"phải làm từng giai đoạn thì quá tốt, đầu tiên là những xe đồng nát, rồi những xe lâu năm, chứ xe mới mua năm từ năm 2019 - 2020 thì ktra làm gì cho tốn thời gian."
test_000061,"Kiểm soát kiểu gì chứ thấy mấy cái xe tải, xe bus chạy nhả khói đen ngòm thế kia vẫn cho chạy đầy đường"
test_000062,"Theo tôi thì nên định kỳ đăng kiểm xe máy và có quy định tuổi thọ của xe ( trừ người đăng ký sưu tầm xe). Chứ có những cái xe cũ nát quá, mất an toàn với chủ xe và những người khác. Nhưng quan trọng là quản lý chặt công tác đăng kiểm và gắn trách nhiệm của đăng kiểm với tai nạn."
test_000063,"Ý kiến hay nhưng không thuyết phục, đi trên đường 100 cái xe Bus xả khói đen kịt đủ 100 . Về phần xe máy hiện tại khoảng 1/100 xả khói chủ yếu mấy xe buôn bán nâng rong,vì người dân cũng ý thức được .&nbsp;"
test_000064,"Việc phải làm ngay vì ô nhiễm do khí thải thành phố quá lớn ô nhiễm môi trường đặc biệt khi tắc đường thì ai cũng nếm đủ lượng độc hại này. Tuy nhiên làm phải đồng bộ từ xe to đến xe nhỏ xe bus xe, xe trở rác, vật liệu đêm. Điểm kiểm định nên giao cho các trung tâm bảo dưỡng xe đạt tiêu chuẩn là các cửa hàng sửa xe đạ quy định ( hiện ồ ạt mở khắp đường phố ). Tiến tới cấm xe máy hoặc hạn chế mỗi gia đình sử dụng xe, hỗ trợ các gia đình khó khăn sử dụng phương tiện mưu sinh nhưng phải đăng ký và ý thức đăng kiểm khí thải. Phát triển xe bus công cộng chất lượng cao để người dân dần có ý thức bỏ xe máy sử dụng. Như nhà chức trách cân nhắc phải có lộ trình để người dân quen dần thì mới có bước tiến bộ được."
test_000065,"Đầu tiên nên kiểm tra xe bus, xe tải thì hơn, xả khói đen ngịt thôi rồi"
test_000066,"Xe khách, xe bus cũ vẫn chạy đầy đường"
test_000067,Phí càng ngày càng nhiều.
test_000068,"Hôm qua, đi trên đường thấy chiếc xe máy xả khói như phà thuốc. Hôm nay, đã thấy có dự luật rồi. Ủng hộ hai tay."
test_000069,"Xe 3,4 bánh trở lên nhả khói nhiều hơn và số lượng ít hơn, sao không làm trước đi xem thử thế nào?"
test_000070,Mấy cái nhà máy xả thải ấy chứ xe cộ nhằm nhò gì
test_000071,"Nguy hiểm quá, bây giờ ít nơi trồng cây từ bé mà toàn bứng cây to về trồng nên rễ không sâu. Cầu mong các em bình an."
test_000072,"Bạn k biết đừng nói thế, cây này có từ lâu lắm r"
test_000073,"Phố phường đầy rẫy hiểm nguy<br/>Nào ai biết trước việc gì xãy ra<br/>Chiều buồn dạo phố ngâm nga<br/>Nhánh cây cổ thụ bỗng sa xuống đầu<br/>Vỉa hè ăn chén rau câu<br/>Xe hơi mất lái tông vào gãy tay<br/>Đang cùng chúng bạn lai rai<br/>Chén phang, đĩa ném ly bay ngang đầu<br/>Con đường vắng phải đi mau<br/>Biết đâu bọn cướp phía sau thập thò<br/>Ra đường gặp phải mưa to<br/>Cống hầm mất nắp chực chờ nuốt tươi<br/>Có đi xuống phố ai ơi<br/>Ngó nghiêng cẩn thận kẻo đời khổ đau !"
test_000074,"Cây này là cây mấy chục năm rồi ạ, có phải mới trồng đâu."
test_000075,"Lại nóng rồi, vì trường nào khắp cả nước cây cũng to và chẳng tỉa."
test_000076,TRường cũ của Tôi từ những năm 1980... cây này lúc Tôi vào trường 1980 đã có...thật là buồn quá đi...
test_000077,Cây này có từ thời tôi còn đi học và tới giờ là vài chục năm rùi nhe.
test_000078,"Cây này rễ yếu lắm, trồng từ bé nhưng mưa to gió lớn cũng bị bật gốc hoài à, mùa mưa nên tỉa bớt bớt cành và gia cố gốc hoặc chuyển sang trồng cây dầu, xà cừ thì sẽ chắc chắn hơn !!!"
test_000079,"Cây này nó gắn liền với trường này, có thể nói đã lâu năm rồi"
test_000080,"cây trong bài rễ còn mỗi cái rễ chính, còn lại sâu với mục chết hết rồi, thân cây cũng thấy mục lõi rồi. Nên là đứt rễ chính là đổ thôi. Các trường nên rà soát lại cây nào không đạt yêu cầu an toàn thì nên đốn bỏ hoặc tỉa cành, mùa mưa lũ cũng tới rồi nữa."
test_000081,"Thấy còn vài cây, nên đặt khung sắt bao quanh bên ngoài cây, tuy xấu nhưng lỡ có ngã thì có khung sắt tròn chịu lại..."
test_000082,"Cây lâu năm nhưng việc cải tạo sân làm bồn cây, thường bị chặt rễ. Tán quá rộng mà rễ nông yếu thêm mua lớn đất tơi. Thấy những tai nạn ở trường học hoàn toàn có thể tránh được nếu làm có suy nghĩ. Các em rất hiếu động do vậy có gì nguy hiểm cần xử lý ngay."
test_000083,"Do xây bao gốc nên cây bị thối rễ cọc, chỉ còn rễ phụ, gió mạnh là đổ."
test_000084,"Tôi sống gần đây từ nhỏ, bây giờ đã được 40. Cây này lớn hơn tôi rất nhiều. Bạn không biết thì đừng phán bậy."
test_000085,"bạn nói đúng, do trồng lúc to nên rễ của chúng là rễ nông, ko có rễ cọc sau nên dễ đổ hơn các cây trồng từ bé!"
test_000086,"Ko nên nói bừa như vậy. Các cây trong trường quốc lập thường được trồng ở đó từ rất lâu qua nhiều đời hiệu trưởng. Đây chỉ là tai nạn đáng tiếc xảy ra thôi. Không nên cứ thấy hiện tượng gì không như ý hoặc quá đau đớn mà có cái nhìn quy kết. Thầy cô trong trường gắn liền với hs của họ còn đau đớn khổ sở hơn nhiều cta bên ngoài nhìn vào. Cố gắng công tâm với họ. Để họ ổn định tâm lý lo cho học trò, phụ huynh và trường họ, Đã khổ rồi có khi còn khổ hơn vì dư luận không khách quan của xh."
test_000087,Do mối mọt làm ổ bên dưới mà ko chăm sóc kỹ nên ko phát hiện ra. Nhìn kỹ bên trong thân sẽ thấy bị mối ăn rất nhìu rồi.
test_000088,"Nhiều bạn nói là cây mấy chục năm thì chắc đúng nhưng tuổi thọ nó chắc hơn mấy chục năm tồn tại thật, tức là cây được bấng trồng khi đã lớn và gốc khá nông mặc dù bản chất phượng vĩ là cây rễ chùm không ăn thật sâu. Phượng vĩ đẹp nhưng cần theo dõi cẩn thận.<br/>Là rủi ro mong các cháu nhanh khoẻ và cháu thiệt mạng sớm siêu thoát. Chia buồn cùng gia đình bé."
test_000089,"Cảm ơn các bạn đã cho tôi biết thông tin, tôi xin lỗi nếu nói sai về cây này. Nhưng thực trạng rất nhiều nơi muốn có bóng mát ngay nên toàn trồng cây lớn, cộng với việc cải tạo xây bồn xung quanh làm đứt rễ xung quanh. Nhìn mà thương các cháu đứt ruột vì cũng bằng tuổi các cháu nhà tôi."
test_000090,Cây trong sân trường hầu như toàn lâu năm .chứ ai bê cây to về mà trồng
test_000091,"đúng, cây phượng hay mục rỗng thân"
test_000092,"Đọc báo thì đọc cho kĩ rồi hãy phát biểu. Có thấy cuối bài báo, cụ ông nói cây phượng đã có từ hơn 50 năm trước không ?"
test_000093,Ở Hải Phòng mỗi năm họ lại cho cắt tỉa các cành cây nhìn gọn gàng và tránh cây đổ khi có gió to.
test_000094,Trong bài có viết. Cây có từ mấy chục năm trước rồi.
test_000095,Mình cũng nghĩ vậy!
test_000096,"Bạn này nói đúng đó. Chưa hẳn ý của bạn nói là cây này có phải cây lớn mua về trồng ko, nhưng thực tế là nhiều nơi mua cây lớn về trồng lắm. Những cây lớn chưa bén rễ ra dc nhiều, đất ko chắc thì dễ đổ. Còn cây này đổ thì ko rõ. Ý của bạn trên có thể hiểu vậy"
test_000097,"Cây này tồn tại được hơn 50 năm, theo bạn cây này được trồng từ nhỏ hay được bứng trồng vào đây. Làm ơn đọc cho kỹ rồi viết."
test_000098,Cây trồng từ bé thì rễ sẽ ăn sâu vào đất . Nếu để cây to về trồng thì về sau càng to thì dễ bứng gốc . Rễ cây sẽ ăn lên nhiều hơn là ăn sâu xuống đất .
test_000099,Cây này trồng 50 năm rồi.
test_000100,"Các cụ đã có câu: Phượng giòn ai có con thì giữ!<br/>Trồng cây gì cũng nên biết được đặc điểm tính chất của loài để có cách xử lí kịp thời nhất, chia buồn cùng cháu :("
test_000101,Cây đã có từ 50 năm trước. Bạn có đọc rõ bài báo không?
test_000102,cây này cổ thụ rồi. có thể do việc xây dựng cắt hết rễ xung quanh thôi. nên mới đổ thế này
test_000103,Tại nạn hi hữu thôi có gì đâu mà bạn cứ phải làm quá lên.
test_000104,Đọc kỹ bài rồi bình luận
test_000105,"Theo tôi không nên trồng cây phượng trong sân trường. Tôi đã chứng kiến rất nhiều tai nạn đến các học sinh liên quan đến cây phượng. Cây phượng là giống cây cành giòn, hoa đẹp, quả ăn được. Các học sinh trèo lên hái hoa, quả , gẫy cành rơi xuống, chết người. Cây phượng nhanh to, cành lớn, nặng chứa nhiều nước. Rễ cây có nước, nhanh mục nên rất nguy hiểm trồng nơi nào nền đất cứng, rễ không bám sâu. Vì vậy, tôi nghĩ nên bỏ hết cây phượng trong sân trường, nếu trồng đến kích thước đủ lớn phải chặt bỏ. Trồng cây khác."
test_000106,"cây Phượng đó có cách đây 50 năm rồi. Chuyện bật gốc thật khó hiểu nhưng có lẽ nó già quá, rễ suy yếu và bứt rễ."
test_000107,Bạn nên nhớ Trường học và những hàng cây Phương Vĩ đã có từ thời xa xưa . . .Bạn có nghe cây Phượng Vĩ bị gãy đổ hay bật gốc chưa ( ngoài trường hợp Bão ) . Cây Phượng không ra rể sâu vì sân trường đã bị bê tông hóa khiến cây không ra rể có khi đã bị thúi rể . . .
test_000108,Không có đọc bài mà comment nhanh quá vậy?
test_000109,"Phượng là cây rễ cọc, không có chuyện mà rễ cạn như vậy. Nói cây này trồng mấy chục năm thì ai mà tin, nhìn bộ rễ đi."
test_000110,Cây trồng từ lâu nhưng khoanh lại như thế cũng giống như cắm cái dù xuống đất. Mưa gió là ngã.
test_000111,"Tai nạn thôi mà, giống như tai nạn giao thông thôi chứ có gì đâu, hi vọng đừng ai vì cậy mà đề ra chủ trương chặt cây!"
test_000112,Nguyên nhân là do mưa nhiều nên nền đất yếu. Gió to là bật chứ liên quan gì mấy đến việc trồg cây to hay bé từ đầu
test_000113,"Xà cừ là ông tổ gãy nhánh, người ơi!"
test_000114,Đồng ý với bạn! SỢ có vài thánh lại vào phán đòi chặt hết tất cả các cây to trong trường học thì lại khổ :((
test_000115,"Ngôi trường thân yêu của tôi ngày xưa. Cách đây 28 năm cây phượng đã rất to. Thân cây có 1 chổ vừa học sinh chui vào. Ngôi trường còn đó, thầy cô bạn bè giờ nơi đâu."
test_000116,"Cây đổ đè học sinh bạn ơi, bạn đang bị sao thế?????"
test_000117,Bạn đang đi khá xa so với bài báo
test_000118,
test_000119,quay trở lại vấn đề chính đi bạn ơi
test_000120,"Trường mình cũng có một cây như thế này, ôi bao nhiêu kỷ niệm"
test_000121,"Trời ơi, có 1 học sinh đã bị tử vong rồi mà bạn còn ngồi tiếc cây phượng nữa ha"
test_000122,"Tháng 5 mùa hoa phượng nở, nhớ trường nhớ bạn ghê"
test_000123,"28 năm rồi, chắc thầy cô cũng đã về hưu, còn bạn bè chắc cũng trôi dạt tứ hướng!!!"
test_000124,"Cây đổ các em gặp nạn mà bạn còn hoài niệm,hic. Thương các bé quá"
test_000125,Người ta đang đau buồn còn bạn lại trên mây
test_000126,
test_000127,Bạn ấy nhớ trường. Có sao không? mà phải hỏi là bạn đang bị làm sao mới đúng Tèo ạ.
test_000128,"cây bạn nói là nằm giữa sán trường nhe,nhưng bị bỏ rùi."
test_000129,"""Tức cảnh sinh tình"" không phải lúc."
test_000130,"Đây là chỗ chia sẻ, thương cảm và động viên. Không phải chỗ để hồi tưởng lãng xẹt."
test_000131,"bị sao vậy, lúc này mà còn tân trạng nhớ trường nhớ lớp"
test_000132,Không đúng chỗ không đúng lúc. Đây là chuyện tang thương của một gia đình.
test_000133,Ko quan tâm hỏi han xem các cháu có bị sao không? Đi hỏi thầy cô bạn bè ở đây. Bó tay.
test_000134,đang lúc đau buồn thì ngồi hoài niệm chuyện riêng.
test_000135,Cây vừa gây chết người đó bạn ơi
test_000136,"Bạn ấy nhớ trường nhưng cảm xúc này thể hiện không đúng lúc đúng chỗ. Bài báo nêu một vụ tai nạn và đã có người chết, logic về mặt cảm xúc thì phải thể hiện sự thương cảm mới hợp le . Bạn hiểu được ý bạn Tèo nói ko ?"
test_000137,"Cái cây đó nó đổ đè học sinh rồi đó, còn mơ mộng cái gì?"
test_000138,"Ôi thế à, mình vô tâm quá, tưởng đang tả thơ"
test_000139,Bạn đúng là đầu óc mộng mơ vớ vẩn. Cây đè chết 1 học sinh đó bạn.
test_000140,Mùa mưa đến nên tỉa bớt nhánh.
test_000141,"Đúng rồi đấy,trước khi mùa mưa bão thì những nơi có cây cổ thụ to thì nên chặt bớt cành"
test_000142,"Hic, tai họa chẳng đâu vào đâu! Thực ra cây này đã tỉa rất ít cành lá, nhưng rễ một bên quá ít không đủ sức bám"
test_000143,với những cây to thế này nên chằng dây kiên cố hoặc làm rào sắt kiên cố bao quanh
test_000144,Có thể do betong hóa nên bộ rễ ngang của các họ cây này không phát triển được.
test_000145,Do rễ cây không đủ sâu và rộng như bạn đầu tiên đã đề cập mới là nguyên nhân chính.
test_000146,Ngoài cắt tỉa thì nên đầu tư khung 4 trụ bằng sắt để chống.
test_000147,"Đúng là nên tỉa nhánh thật. Nhưng giờ các cây ở thành phố bộ rễ không có đất để bám, cũng rất nguy hiểm mà không có cách gì giải quyết được"
test_000148,Một em đã tử vong rồi. Thật quá đau lòng cho gia đình em.
test_000149,"Cây trồng ở ngoài đường thì có đơn vị cây xanh kiểm tra, cắt tỉa và nhổ bỏ những cây mục nát. Còn nằm trong sân trường thì nhà trường phải có trách nhiệm thuê người khác kiểm tra chăm sóc, bây giờ xảy ra chuyện có lẽ sắp tới các trường học sẽ kiểm tra đồng loạt, mà không chỉ trường học, tất cả cơ quan, bệnh viện...có cây xanh đều phải thế"
test_000150,"có con rồi đọc mới xót xa làm sao, chia buồn cùng gia đình"
test_000151, chia buồn cùng gia đình.
test_000152,"Tại sao mới 6h15 đã phải đi học? Làm sao đủ thời gian ăn sáng, ngủ đủ giấc? Đề nghị học lúc 7h30"
test_000153,đồng ý với bạn. quá sớm. HS phải ăn trên xe gắn máy
test_000154,"Cả nhà tôi ngày nào cũng dậy từ 5h, chán chê mới đi học đi làm. Đề nghị học từ 5h30. Nghe vô lý ko?"
test_000155,"Thường là 7h mới vô lớp nhe bạn,tại vì phụ huynh đưa con mình học sớm để còn chuẩn bị đi làm nhe."
test_000156,trantuhoang1 vậy cây ngã lúc 7g30 chắc bạn nói sao không học sớm hơn mà học vào giờ đó?
test_000157,Vậy bạn có nghỉ ở nhà để trông con đến lúc đấy không? Hay lại kêu chúng tôi còn phải đi làm?
test_000158,Có thể phụ huynh đưa con đến sớm đó! Chứ TP.HCM thì 6g45 hay 7g mới vào học tuỳ khối lớp. Giờ kêu vô sân trường cho an toàn nữa đi.
test_000159,Ở TP là bình thường hồi xưa tôi đi học phải có mặt tại trường lúc 6h sáng còn trễ hơn thì bị đứng ở ngoài đó.
test_000160,"Bạn từ đâu tới ,thời 8x chúng tôi nhà khá gần cũng 5h30 là phải dậy chuẩn bị vệ sinh ăn sáng và đi bộ đến trường 6h30 sáng trống đã đánh tùng tùng rồi, 30p chuẩn bị 7h sáng là bắt đầu tiết 1 ...Học lúc 7h30 giờ đó người lớn đi làm , bạn muốn kết hợp thêm kẹt xe ha ? Suy nghĩ rộng chút, đừng ích kỷ..."
test_000161,
test_000162,
test_000163,"Vừa hy hữu vừa chủ quan bạn ơi ko đánh đồng được, ngôi trường là nhà mà."
test_000164,"7g30 là vô lớp, đóng cổng bạn nhé. Trường cấp 2 bên Q.Tân Phú cũng thế"
test_000165,Tai nạn thì ai biết mà tránh. Học sinh đi học sớm ở trong sân trường thì nguy hiểm hơn lang thang ngoài đường chắc
test_000166,"Thì ng ta đnag nói đến sự phi lý của việc bắt hs đi học quá sớm ảnh hưởng đến giấc ngủ của các cháu, chỉ có ở VN mới bắt học sinh học từ tờ mờ như vậy thôi, các nc khác họ cho học sunh học từ 8:30 hoặc 9:00. Đừng nói 8x hay 9x để làm gì cho thừa, chú cũng thuộc thế hệ 7x đây, vấn đề là sự phi lý"
test_000167,"Qua tại nạn này các nhà trường chính quyền và cty cây xanh phối hợp kiểm tra các cây to lớn trong khuôn viên nhà trường,nên trồng những cây thân nhỏ tán rộng."
test_000168,"Cây thân nhỏ tán rộng là cây nào vậy...:)) ... cây tán rộng thì thân phải to mới không đổ chứ, nguyên lý cơ bản là vậy ..."
test_000169,"Thân nhỏ, tán rộng...cây Dù hả ông???"
test_000170," rồi việc bê tông hóa dẫn đến rễ cây không phát triển được rộng dẫn đến dễ bật gốc. Còn tròng cây tán lớn mà thân nhỏ thì có khi gãy cành cũng gây nguy hiểm. Đến lúc đó là có phát biểu sao không trồng cây thân to, gốc lớn."
test_000171,"Như cây trứng cá, muồng hoa vàng (bò cạp nước), bằng lăng... Có được không? Thiếu gì loại cây tán rộng nhưng thân nhỏ, hiếm khi gãy đổ."
test_000172,chắc là cây trứng cá!
test_000173,Thân nhỏ mà tán rộng là cây gì bạn? Chắc là cây dù mới được như vậy? Tán rộng mà thân nhỏ nghe ra còn tai hại hơn nữa.
test_000174,Trồng dây leo hay trồng dù?
test_000175,"Cây trứng cá tán rộng nhưng mỏng, quả chín rơi xuống không quét kịp thì bẩn lắm."
