id,text
test_000051,"Chạy theo kinh thế thị trường hiểu nôm na là cái gì thị trường cần mới làm, đặt lợi nhuận lên hàng đầu. Thậm chí sức khỏe toàn dân cũng đặt trong tay kẻ khác."
test_000052,) ;)
test_000053,"Từ lâu các nước phương Tây đã có chiến lược dịch chuyển các nhà máy công nghiệp sang châu Á rồi, nhân công vừa rẻ lại vừa không lo ô nhiễm môi trường. Giờ thì hậu quả đến cũng là điều tất yếu mà thôi"
test_000054,Thực ra họ phản ứng chậm chạp. Và 1 lý do quan trọng nữa là Trung Quốc giấu dịch.
test_000055,"Với các học thuyết kinh tế về lợi thế so sánh và sự phân công lao động để tối ưu hoá giá thành và lợi nhuận thì khi đại dịch bệnh bất ngờ xảy ra, khi mà lệnh cấm của các nước ban hành thì chuỗi cung ứng toàn cầu bị cắt đứt, khi đó dù có tiền cũng không thể và không kịp mua được hàng hoá thiết bị vật tư y tế để chống trả ngăn chặn dịch bệnh và khi đó thì sẽ bị vỡ trận ngay thôi !"
test_000056,"Covid đã khiến cho cả thế giới phải suy nghĩ lại chiến lược kinh doanh, điều mà trước đây hầu như chưa ai từng nghĩ.đây là bài học rất lớn với thế giới."
test_000057,"Căn bệnh chủ quan cực kỳ nguy hiểm trong bất cứ lĩnh vực nào của cuộc sống. Đây là bài học đắt giá không những cho Pháp, mà cho cả một loạt các quốc gia châu Âu và Mỹ."
test_000058,"Lâu nay các nước phát triển,các nhà hoạch định có bộ óc thiên tài đã định hướng các nước phát triển có nền tảng KH-KT cao thì chỉ tập trung phát triển các ngành có tỉ lệ chất xám cao đem lại kinh tế, còn các ngành gia công cần tay nghề thấp thì đưa cho các nước nghèo làm. Nhưng sau dich Covid19 này thì xu hướng đó có lẽ cần được đem ra xem lại. Làm gì thì làm,phải luôn có ý thức tự chủ để có thể cung ứng tất cả mọi thứ hàng thiết yếu, ko bao giờ được suy nghĩ rằng có tiền thì chỉ cần bỏ tiền ra mua thì người ta sẽ bán ngay cho"
test_000059,"Khi chuyển dây chuyền sản xuất ra nước ngoài, giá thành sản phẩm sẽ giảm( giá nhân công rẻ, ưu đãi thuế) lợi nhuận tăng, ô nhiễm môi trường trong nước sẽ giảm, nhưng các nước đặt nhà máy sản xuất, ô nhiễm sẽ tăng lên. Người làm dịch vụ lợi nhuận luôn cao hơn người làm sản xuất, nên Châu Âu, Mỹ theo hướng cung cấp dịch vụ, còn Châu Á, Châu Phi, Nam Mỹ là công xưởng sản xuất. Châu Âu, Mỹ chỉ sản xuất một thứ đó là vũ khí. Nếu thế giới bình yên, thì quy trình này sẽ hoạt động ổn định, nhưng khi kg ổn thì....."
test_000060,Một điểm yếu chí mạng của nèn kinh tế thị trường đã được chứng minh!
test_000061,"Vậy có lựa chọn nào khác không, hay chỉ có cách là sửa sai những gì trong kinh tế thị trường ?"
test_000062,"Các nước giầu có văn minh ,hiện đại như Mỹ pháp và Châu Âu ,,,nghĩ rằng họ sẽ dễ dàng đánh bại bất cứ dịch nào xẩy ra trong thời gian ngắn ,khi thấy hối hận thì không kịp !"
test_000063,Covid 19 đã cho cả thế giới thấy con người còn nhiều hạn chế và nhiều thiếu sót từ tư duy và trang thiết bị và hiểu biết về thiên tai dịch bệnh.<br/>Những nước từng chủ quan có đủ khả năng nhất là những nước bị tổn thất lớn nhất!
test_000064,"Mất đi rồi mới biết quý trọng, mà đau nhất là mới mất hôm trước hôm sau đã cần."
test_000065,Thế mới biết tại sao Trung Quốc giàu lên nhanh chóng. Vì cả thế giới đều đặt nhà máy ở đó. Bây giờ họ mà rút hết thì chỉ 10 năm sau TQ trở lại thời khốn khó
test_000066,Không đâu bạn. Trung Quốc giờ giàu rồi nên ko muốn trở thành công xưởng gia công nữa đâu. họ giờ muốn đầu tư cái khác. cách mà họ đi các nước khác đầu tư sẽ nhìn thấy rõ. nó cũng ko muốn là nước đi gia công dâu.
test_000067,"Phim Titanic thì ai cũng xem ...nhưng mà ko rút được kinh nghiệm ...những thứ cần cho mạng sống thì ko trang bị ...nước hoa túi xách ,giày dép thì sang chảnh ko ai bằng ....Rồi tập trung cho đông ở tp ...giờ lại ko được đến gần nhau ...đành bỏ tp về lại nông thôn...Giàu thì dịch bệnh cũng chết ...cả đời đuổi theo tiền , cuối cùng cũng phải bỏ tiền mà đi theo ông bà !"
test_000068,"Mọi thứ vẫn chạy tốt, cho đến một ngày ..."
test_000069,Covid -19 chỉ ra mặt trái toàn cầu hoá
test_000070,"Qua dịch lộ rõ điểm yếu từng quốc gia, sức mạnh của quốc gia không chỉ nằm ở quân sự mà trang thiết bị y tế cũng rất quan trọng."
test_000071,"Pháp đã có một chiến lược đúng khi outsource nguồn cung cấp ra nước ngoài, họ chỉ tính nhầm khi không chọn sẵn Việt Nam. Hiện tại Việt Nam đang xuất khẩu rất nhiều khẩu trang sang Pháp."
test_000072,"Ko phải nói nhiều chứ pháp quá phụ thuộc nhiều thứ, tốt nhất là phải tự cung tự cấp đc 1 số mặt hàng thiết yếu, và cần thì mua thêm chứ pháp phụ thuộc hoàn toàn, và vẫn tiếp tục phụ thuộc"
test_000073,"Nói cho dễ hiểu. Khi bạn giàu, bạn có tự mua xi về đánh giày hay không?"
test_000074,Nhìn vào điểm tích cực là sau vài chục năm thì chất lượng cuộc sống tốt hơn ( ô nhiễm không khí đc TQ gánh chịu ) cái gì cũng có cái giá cả .
test_000075,Mỹ đang tự cung ứng
test_000076,"Mọi người đều giả định là đang sống trong thế giới phẳng cho đến khi đại dịch virus xảy ra và các quốc gia phong tỏa biên giới, cấm hoặc hạn chế xuất khâu vật tư y tế, thuốc men..."
test_000077,"Sợ nhất là các nước phát triển phương Tây quyết định đưa TỰ ĐỘNG HÓA vào cuộc, rút sản xuất từ các nước đang phát triển. Lúc đó các nước với định hướng gia công và xuất khẩu như Việt nam sẽ phải làm gì để tồn tại và phát triển?"
test_000078,Vì nghèo nên chẳng ỷ y<br/>Thiên tai dịch bệnh khắc ghi trong lòng<br/>Bao lần đại nạn long đong<br/>Việt Nam vượt khó quyết không đầu hàng<br/>Toàn dân đoàn kết vững vàng<br/>Quyết thắng cô vít rộn ràng mừng vui !
test_000079,"'Rẻ mà hay, hàng nội mà tốt'"
test_000080,"Tin rằng VN sẽ nhanh chóng sản xuất được vacxine điều trị Covid-19, để trước tiên sử dụng cho dân mình, rồi phục vụ quốc tế."
test_000081,"Thực tế dù là tạm thời hết dịch trong cộng đồng, VN vẫn đang phải duy trì mức cảnh giới cao, thậm chí cao hơn và rộng khắp hơn so với giai đoạn đầu của dịch do các nước láng giềng dần nới phong tỏa và biên giới trên bộ lẫn trên biển của VN là rất rất dài. Còn chi phí thì khỏi phải nói rồi, một thời gian rất dài duy trì nhân lực, vật lực ở biên giới và y tế cộng đồng, chưa kể các khoản chi và thất thu do kinh tế,... Ôi chao, bao giò mới hồi được, dù biết chúng ta vẫn đang may mắn hơn so với phần còn lại của thế giới..."
test_000082,"Việc đó bạn k cần phải lo vì chính quyền ta luôn cảnh giác trong mọi tình huống. Bộ đội biên phòng ở các vùng biên giới đang làm việc hết công suất, vì chưa có bài báo nào nói đến nên bạn chưa biết đó thôi."
test_000083,Cái gì bạn thấy thì chính quyền họ thấy gấp 10 lần bạn rồi
test_000084,"Nói giá rẻ là xem thường VN rồi, thử tính chi phí cách lý bao nhiêu người từ nước ngoài đến và về lại VN thì thấy chi phí không hề rẻ, chỉ là làm đúng cách, làm đủ thì kết quă tốt thôi"
test_000085,Ý là nói rẻ so với các nước khác đó bạn
test_000086,"nhưng nếu như không kiểm soát tốt như hiện nay, dịch bùng phát trong cộng đồng thiệt hại về người và kinh tế gấp 10.000 lần hiện nay nha bạn."
test_000087,"Họ nói giá rẻ là chẳng hiểu gì cả,họ chỉ tính kid xét nghiệm mà k tính đến chi phí chỗ ở ăn uống,đội ngũ phục vụ đông đảo trong 14 ngày gấp nhiều lần giá kids"
test_000088,Vẫn rẻ hơn nhiều nc nhé. Họ phải điều trị và các gói kích thích thích kinh tế lớn.
test_000089,Việt Nam trung dũng kiên cường<br/>Toàn dân chống dịch đẩy lùi Cô Vy<br/>Phát minh bộ kit siêu phàm<br/>Phương tây kính phục năm châu ngước nhìn<br/>Cô Vy nay đã qua rồi<br/>Giờ lo việc lớn phục hồi kinh doanh<br/>Mai sau sử sách ghi vào<br/>Đi đầu chống dịch tự hào Việt Nam
test_000090,Thơ của bác... không vần mấy :)
test_000091,"Cách ly tập trung, phong toả diện rộng tuy gây thiệt hại kinh tế nhưng số thiệt hại đó chỉ bằng một phần mười nếu để dịch bùng phát mất kiểm soát trong cộng đồng."
test_000092,1 phần 1000 nhé bạn
test_000093,"Biết mình biết ta, trăm trận trăm thắng."
test_000094,""" Biết người biết ta, trăm trận trăm thắng "" mới đúng bạn nhé"
test_000095,"Rất hay, bạn nói trúng ý tôi!."
test_000096,biết mình biết ta sao thắng đc bạn ^^<br/>Phải là biết địch biết ta nha
test_000097,"Yếu tố quan trọng trong quá trình hành động của VN là sức khỏe và tính mạng mỗi người được đặt lên hàng đầu, được tôn trọng tối đa."
test_000098,"thuốc không quan trọng rẻ hay mắc, mà chỉ đúng bản chất của nó trị hết bệnh là thuốc hay!"
test_000099,Vì nghèo? Chừng nào mọi người mới thấm câu phòng bệnh hơn chữa bệnh nhỉ?
test_000100,Châu Âu có vẻ không thấm câu này lắm đâu bạn ạ. Họ vẫn ỷ y vào hệ thống y tế tiên tiến của mình.
test_000101,"Rẻ mà hay, hàng nội mà tốt"
test_000102,"Có cần phải thế ko!!? Thực tế thì... ""Hữu xạ tự nhiên hương"", các bạn à!!!"
test_000103,Người Việt ko đeo khẩu trang thì bị cộng đồng lên án. Bên kia ngược lại. Cũng không khó đoán trước tình hình.
test_000104,Con số ca tử k tin được
test_000105,Mong nhân dân Nga nhanh chóng thoát qua vụ dịch bệnh Covid-19
test_000106,"Sức đề kháng của người Nga rất tốt, Nhiễm hơn Tây Ban Nha gần 12.500 người nhưng tử vong chưa được 1/10 Tây Ban Nha!"
test_000107,Mong đại dịch mau qua nhanh cho chúng e nhờ ạ.
test_000108,Nhìn con số tăng theo từng ngày mà thấy khủng khiếp.<br/>Cầu mong thế giới chung tay sớm có thuốc đặc trị nCov này.
test_000109,Thấy may mắn khi đc sống tại VN
test_000110,Mong thế giới bình an!
test_000111,"Ôi Ô. Trump ơi là Ô. Trump, con số tử vong do Ô. dự đoán là từ 80 đến 100 ngàn người do SARS-2 đã sắp vượt qua rồi. Tôi sợ Ô. sẽ bị thất cử TT vào tháng 11 sắp tới quá !!!!"
test_000112,Vậy ông Trump kêu gọi điều tra là có lý!
test_000113,"Tình hình Ý đang tốt dần lên rồi,phúc cho ai thấy vẫn ko tin"
test_000114,Rất dễ hiểu vi người dân các xứ lạnh rất thèm ánh năng mặt trời .
test_000115,Tin tôi đi. Với sự mềm mỏng của mình. Nếu Obama là tổng thống thì nước Mỹ sẽ còn tệ hơn nữa.
test_000116,Bạn nghĩ rằng người mềm mỏng thường thất bại và người nóng nảy thường thành công ? Tôi ko chê bai gì Trump nhưng ông ấy nói Obama bất tài thì tôi thực sự cạn lời.
test_000117,Ông ấy đã làm 2 nhiệm kỳ rồi! Được TG đánh giá là thành công đấy!
test_000118,"Những người luôn thể hiện mình mềm mỏng với mọi người, mới thực sự là những người cứng rắn họ biết kiểm soát cơn giận dữ, cái tôi cá nhân mới có thể hiền hoà được với mọi người. Còn những người luôn tỏ ra hùng hổ mạnh mẽ, ai không vừa ý là cãi tay đôi lại ngay mới là những người thiếu ý chí cà kiên nhẫn, tâm lý yếu ko kiểm soát được cảm xúc"
test_000119,"Trong nhiệm kì của mình, ông Obama đã từng kinh qua dịch bệnh Ebola rồi nhé. Không có chuyện hời hợt như Trump đâu."
test_000120,Hoàn toàn đồng ý BTH.
test_000121,"Khi nóng giận, thường là không kiểm soát nổi hành vi của bản thân."
test_000122,tôi chỉ nhìn vào kết quả!
test_000123,Kết quả rõ ràng quá đúng ko bạn. Nhất thế giới.
test_000124,Và những mạng sống con người mất đi là quá trình để có kết quả
test_000125,"Lịch sử sẽ ghi lại, các con số đều biết nói.<br/>Hãy để thời gian trả lời."
test_000126,"Cá nhân Tôi cũng không thích Obama. Ông là khởi nguồn của nhiều cuộc chiến ở Trung đông khiến hàng nghìn người chết, Trump chí ít cũng cố gắng giảm số này và tâp trung vào kinh tế, giảm bớt sự nguy hiểm của Trung quốc trên nhiều lĩnh vực"
test_000127,"Trump thẳng và thật, đặc biệt rất thông minh và mạnh mẽ, đó là dấu hiệu của một người tốt, một vị thủ lĩnh."
test_000128,"Obama thuộc típ người sống chìm, dĩ hoà vi quý, rất ngại va chạm, dễ bị đối phương bắt bài. Còn Trump thuộc típ bùng nổ, khó đoán, dám xông pha, khiến cho đối thủ e ngại và dần co về phòng thủ."
test_000129,"Trump qua năm đầu nhiệm kỳ thì hết còn ""khó đoán"" rồi bạn. Còn phần ""xông pha"" thì tùy hiệu quả của hành vi đó mới quan trọng."
test_000130,Bạn bình luận quá chuẩn
test_000131,Vẫn thích Trump hơn Obama!
test_000132,"Obama đã dẫn dắt nước Mỹ xử lý dịch H1N1, Ebola và Zika. Nặng nề nhất là H1N1 cũng chỉ chết khoảng hơn 10.000 người. Ebola càn quét châu Phi cũng chỉ làm 2 người Mỹ tử vong."
test_000133,3 đời tổng thống trở lại đây vẫn kính mến nhất vẫn là Obama
test_000134,Tôi thấy có cảm tình với Obama hơn vì ông là người hoà đồng và khiêm tốn
test_000135,"Khiêm tốn hòa đồng là tốt, nhưng chính trị thì ko ổn, phải hành xử với TQ như Trump."
test_000136,"""Làm những gì mình cảm thấy tốt, thuận tiện và dễ dàng là cách tư duy của trẻ con"" câu nói rất hay của ngài Obama"
test_000137,Không phải vô cớ mà ông Obama lên tiếng khi mà số lượng người chết tại Mỹ ngày càng tăng không có điểm dừng.
test_000138,Các con số nói lên tất cả. Và chúng ngày một lớn dần
test_000139,Trump có tính cách để lãnh đạo 1 nước lớn bậc nhất thế giới còn Obama thì phù hợp hơn với lãnh đạo 1 nước nhỏ chạm phát triển
test_000140,Lại thêm một nhận xét cảm tính.
test_000141,Rất quý Trump nhưng không thích cách Ông nói vậy với Obama
test_000142,;) nói thì hay!
test_000143,2 nhiệm kỳ liên tiếp xử lý ít nhất 2 đại dịch cũng không tệ đâu bạn.
test_000144,"thích cách hành xử mỹ, chính nó sẽ kích thích tất cả mọi người muốn làm lãnh đạo phải có tài năng"
test_000145,Trump phát biểu rất chuẩn
test_000146,Bạn phát biểu không chuẩn
test_000147,Không Ai hoàn hảo cả ! Không ai là Thông mình nhất ! Không ai là giỏi nhất ! Người có tài là người điều khiển nhiều người giỏi !
test_000148,"Obama làm việc và nghĩ cho cả thế giới, cả nhân loài. Còn trump chỉ nghĩ làm sao cho nước mỹ trở nên vỹ đại thôi."
test_000149,Có rất nhiều người tài giỏi hơn Donald Trump nhưng ko một ai giỏi làm màu như ông ấy
test_000150,OBAMA quan tâm đến sức khỏe của người dân mình và lập ra chương trình chăm sóc sức khỏe mang tên OBAMA CARE. Còn Trump khi nhậm chức liền xóa bỏ chương trình này
test_000151,Mong Trump là tổng thống suốt đời
test_000152,Tổng thống có tính cách trẻ con. Nước Mỹ rồi sẽ ra sao.
test_000153,Hãy để lịch sử phán xét..những con số đều biết nói thưa ngài.
test_000154,"1. Obama chỉ nói lên điều ai cũng thấy; 2. Hy vọng Trump ""đủ bất tài"" để làm thêm nhiệm kỳ nữa"
test_000155,"Cựu tổng thống Obama cũng rất giỏi, nhưng là theo một cách khác, theo tôi nghĩ tổng thống Donald Trump đã thất bại trong cuộc chiến chống covid ở Mỹ. Bây giờ tổng thống Mỹ Donald Trump đang rất xù lông lên với những lời chỉ trích ông ấy, nhưng ông ấy nói cựu tổng thống Obama như vậy thật sự hơi quá. Tôi nghĩ ông Trump rất mạnh mẽ nên đã thành công trong kinh doanh, đặt biệt là trong lĩnh vực bất động sản nhưng ông ấy nên nhớ rằng còn có rất nhiều người thành công hơn ông và hoàn toàn đủ tài năng để làm tổng thống chứ không phải chỉ mình ông làm vua được."
test_000156,Chỉ có tr Trumq mới kiềm chế đc tq
test_000157,"Có tài như ông Trump là thà để hàng trăm ngàn người chết chứ không làm gì cả, và chờ mong mùa hè đến dịch bệnh sẽ qua đi"
test_000158,Nếu phải so sánh thì đúng là Obama kém rất xa ông Trump
test_000159,"Trum rất rất tài! Tài lanh: dùng thuốc sốt rét điều trị Covy, tiêm chất diệt khuẩn diệt covy....&nbsp;"
test_000160,"Obama chỉ được tài ngoại giao, ăn nói lấy được cảm tình của một bộ phận lớn công chúng, mà thường đó là những người yếu thế, nghèo hơn trong XH Mỹ, chứ còn chính sách KT, quốc phòng, KHCN, phát minh, sáng chế, vv... làm lợi cho quốc gia và người dân Mỹ thì ông là tệ nhất trong lịch sử Mỹ. Giỏi về điều hành kinh tế làm cho cuộc sống người dân Mỹ tốt đẹp lên nhiều phải là Bush (cha), Clinton, trước hai ông này thì có nhiều."
test_000161,"Rất thích Trump cách đối phó với Trung Quốc nhưng dịch bệnh virus Corona thì Trump quá chủ quan, không lường được mức độ nguy hiểm của đối với nước Mỹ nên bị thiệt hại nặng nề."
test_000162,Quá hay và quyết liệt. Nghìn like cho tổng thống Trump.
test_000163,"&nbsp;Ủng hộ Mỹ, ủng ngài tổng thống Trumq."
test_000164,Bức thư rất đanh thép từ Trump thấy ông không hề nói suông.
test_000165,WHO rõ ràng trong đại dịch đã không làm đúng vai trò của mình . Ủng hộ tổng thống Mỹ
test_000166,"Rất rõ ràng và quyết đoán, đó là phán quyết của một ông lớn. Một tổ chức không làm tròn nghĩa vụ của mình và đáng được đem ra xem xét. Tôi thích Trump!"
test_000167,TTTrump một vị tổng thống thẳng thắn và quyết đoán nói là làm .Tôi ủng hộ ông mong ông có nhiều sức khỏe để lãnh đạo nước Mỹ thêm nhiệm kỳ nữa
test_000168,"Rất mạnh mẽ, rõ ràng, dứt khoát và vì dân Mỹ. Tôi ủng hộ ông - Donald Trump."
test_000169,Ủng hộ Tedros từ chức hoặc Mỹ sẽ thành lập một WHO khác cùng chức năng.
test_000170,"Căng rồi đây, nếu Mỹ cắt tài trợ thì sẽ có nhiều nước theo sau."
test_000171,Nước đi hay lắm bác trump!
test_000172,Ủng hộ ông Trump cắt tài trợ cho WHO. Dùng 450 triệu USD mỗi năm để viện trợ y tế trực tiếp cho các nước kém phát triển sẽ thực tế và hiệu quả hơn !
test_000173,Đóng góp ngân sách nhiều nhất . nhưng nhận lại là những thông tin thiếu minh bạch .
test_000174,"Nếu ông không coi thường, thì sao lại có ngày hôm nay.....?"
test_000175,Đang mùa bầu cử nên Trump đang đánh lạc hướng sự yếu kém trong xử lý dịch bệnh của mình bằng cách đổ lỗi cho WHO. Chiêu bài đổ lỗi là quá quen thuộc với Trump trong suốt 3 năm ông ta làm tổng thống.
test_000176,ủng hộ ông Trump
test_000177,Ủng hộ ông Trump.
test_000178,"cũng tại văn hóa mỗi quốc gia nữa, giá như ngay từ đầu đừng kỳ thị những người đeo khẩu trang thì Mỹ đâu có bị nhiễm nhiều thế"
test_000179,Cạn lời với ông này!
test_000180,"Tôi cũng lạy ông này thật. Mù quáng, bảo thủ."
test_000181,"Lại cháy hàng thuốc sốt rét, bs lại đau đầu và các cố vấn y tế ko dám ngước mặt lên. Buồn!"
test_000182,"Thế giới này có rất nhiều bất ngờ lớn mà con người chưa hoặc mới phát hiện. Riêng với tôi giờ mới dám chắc rằng câu nói : gì cũng biết, đi vào chi tiết thì gì cũng... ậm ờ. là có thật."
test_000183,""" . Tôi uống một viên mỗi ngày . Đến một lúc nào đó tôi sẽ dừng lại . "". Mong ông vẫn được bình an sau khi dừng lại ."
test_000184,Ngài cứ mạnh dạn khuyên toàn dân cùng uống.
test_000185,Trăm lạy bác! Ai mà cả tin TT Trump chỉ có nước bán lúa giống mà ăn!
test_000186,Mong ngài có thể sử dụng đều đặn trước ống kính để thế giới tin rằng lời khuyên của bác sĩ không hẳn có tác dụng. Chứ ông nói không thì khó tin lắm.
test_000187,"""Trump cho rằng không có gì để mất khi thử các phương pháp điều trị có thể"", nhưng Mỹ có thể mất đi một vị Tổng thống liều lĩnh, còn Trump thì không mất gì. Đọc bài này hơi bị sốc, tôi có 1 người bạn đại diện cho 1 công ty nổi tiếng của nước ngoài ở VN, họ cương quyết không cho bạn tôi đi xe máy mà phải đi ô tô vì sợ bạn ấy bị tai nạn giao thông thì công việc bị đình trệ.&nbsp;"
test_000188,Thảo nào mà ở Việt Nam có người dùng&nbsp;
test_000189,Fan cuồng Trump ở Việt Nam cũng khá đông đấy và suy nghĩ cũng y chang à.
test_000190,Nói thì như thế. Nhưng uống hay không chỉ có ngài biết.
